# V_set	V_set_0	I	V_0	V_1	t
# "V_appl"	"V_appl"	"I_meas"	"V_appl"	"V_appl"	"Elapsed time"
# 201	201
0.15	0.62	0.00015	0.15	0	127.49007766
0.15	0.63	0.00015	0.15	0	127.491657065
0.15	0.64	0.00015	0.15	0	127.49312648
0.15	0.65	0.00015	0.15	0	127.494865016
0.15	0.66	0.00015	0.15	0	127.496558748
0.15	0.67	0.00015	0.15	0	127.498281694
0.15	0.68	0.00015	0.15	0	127.499976807
0.15	0.69	0.00015	0.15	0	127.501670253
0.15	0.7	0.00015	0.15	0	127.503373724
0.15	0.71	0.00015	0.15	0	127.504890609
0.15	0.72	0.00015	0.15	0	127.506581166
0.15	0.73	0.00015	0.15	0	127.508325807
0.15	0.74	0.00015	0.15	0	127.510092842
0.15	0.75	0.00015	0.15	0	127.511790844
0.15	0.76	0.00015	0.15	0	127.513501819
0.15	0.77	0.00015	0.15	0	127.515188059
0.15	0.78	0.00015	0.15	0	127.516636927
0.15	0.79	0.00015	0.15	0	127.518314864
0.15	0.8	0.00015	0.15	0	127.519995454
0.15	0.81	0.00015	0.15	0	127.52168425
0.15	0.82	0.00015	0.15	0	127.523546609
0.15	0.83	0.00015	0.15	0	127.525410184
0.15	0.84	0.00015	0.15	0	127.527286317
0.15	0.85	0.00015	0.15	0	127.529147593
0.15	0.86	0.00015	0.15	0	127.531040386
0.15	0.87	0.00015	0.15	0	127.532898167
0.15	0.88	0.00015	0.15	0	127.534757438
0.15	0.89	0.00015	0.15	0	127.536614313
0.15	0.9	0.00015	0.15	0	127.538472583
0.15	0.91	0.00015	0.15	0	127.540332937
0.15	0.92	0.00015	0.15	0	127.542241264
0.15	0.93	0.00015	0.15	0	127.543825261
0.15	0.94	0.00015	0.15	0	127.545622351
0.15	0.95	0.00015	0.15	0	127.547476434
0.15	0.96	0.00015	0.15	0	127.549328994
0.15	0.97	0.00015	0.15	0	127.551184958
0.15	0.98	0.00015	0.15	0	127.553035319
0.15	0.99	0.00015	0.15	0	127.554721926
0.15	1	0.00015	0.15	0	127.556596395

0.16	-1	0.00016	0.16	0	127.558738472
0.16	-0.99	0.00016	0.16	0	127.560595824
0.16	-0.98	0.00016	0.16	0	127.562462636
0.16	-0.97	0.00016	0.16	0	127.564318267
0.16	-0.96	0.00016	0.16	0	127.566182264
0.16	-0.95	0.00016	0.16	0	127.568061532
0.16	-0.94	0.00016	0.16	0	127.569895116
0.16	-0.93	0.00016	0.16	0	127.571894298
0.16	-0.92	0.00016	0.16	0	127.573218554
0.16	-0.91	0.00016	0.16	0	127.574784749
0.16	-0.9	0.00016	0.16	0	127.576340335
0.16	-0.89	0.00016	0.16	0	127.577834876
0.16	-0.88	0.00016	0.16	0	127.579356884
0.16	-0.87	0.00016	0.16	0	127.580831553
0.16	-0.86	0.00016	0.16	0	127.582284256
0.16	-0.85	0.00016	0.16	0	127.583477684
0.16	-0.84	0.00016	0.16	0	127.58488259
0.16	-0.83	0.00016	0.16	0	127.586338285
0.16	-0.82	0.00016	0.16	0	127.5878074
0.16	-0.81	0.00016	0.16	0	127.589338661
0.16	-0.8	0.00016	0.16	0	127.590814205
0.16	-0.79	0.00016	0.16	0	127.592373501
0.16	-0.78	0.00016	0.16	0	127.593872899
0.16	-0.77	0.00016	0.16	0	127.595537046
0.16	-0.76	0.00016	0.16	0	127.597138907
0.16	-0.75	0.00016	0.16	0	127.598876611
0.16	-0.74	0.00016	0.16	0	127.600587136
0.16	-0.73	0.00016	0.16	0	127.602299713
0.16	-0.72	0.00016	0.16	0	127.604004391
0.16	-0.71	0.00016	0.16	0	127.605748036
0.16	-0.7	0.00016	0.16	0	127.607614976
0.16	-0.69	0.00016	0.16	0	127.6094866
0.16	-0.68	0.00016	0.16	0	127.611378587
0.16	-0.67	0.00016	0.16	0	127.613242772
0.16	-0.66	0.00016	0.16	0	127.615116812
0.16	-0.65	0.00016	0.16	0	127.617037792
0.16	-0.64	0.00016	0.16	0	127.618908744
0.16	-0.63	0.00016	0.16	0	127.620520051
0.16	-0.62	0.00016	0.16	0	127.622385442
0.16	-0.61	0.00016	0.16	0	127.624360693
0.16	-0.6	0.00016	0.16	0	127.626276337
